invoice_id,vendor_id,po_id,contract_id,processor_id,market,currency,invoice_date,invoice_receipt_date,invoice_amount,invoice_payment_term,invoice_priority,approval_status,scenario_label,vendor_name,vendor_category,vendor_country,vendor_payment_term,vendor_risk_rating,historical_early_payment_rate,po_payment_term,po_amount,buying_team,contract_payment_term,agreement_type,sap_due_date,sap_payment_release_date,payment_status,payment_method,queue_entry_date,queue_age_days,workflow_status,workflow_notes,manual_override_flag,sap_error_code,time_of_day,processor_name,team,avg_daily_volume,historical_manual_override_rate,historical_early_release_rate,upr_flag,upr_reason,upr_approval_status,upr_requested_by,upr_documented_flag,source_of_truth_payment_term,contractual_due_date,recommended_release_date,days_to_contractual_due_date,days_paid_early,early_payment_flag,payment_term_mismatch_flag,po_invoice_term_delta,sap_contract_due_date_delta,vendor_early_payment_rate,processor_early_release_rate,processor_manual_override_rate,month_end_flag,weekend_release_flag,high_value_invoice_flag,upr_missing_but_early_flag,sap_error_present_flag,market_risk_score,workflow_risk_signal,approval_risk_score,amount_log,amount_band,root_cause_label,invoice_month,rule_based_term,rule_based_recommended_release_date,target_adjustment_days,true_recommended_release_date,predicted_adjustment_days,override_confidence,risk_score,predicted_root_cause,rule_flags,rule_flag_count,recommended_action,status,risk_band,risk_explanation,root_cause_narrative,is_flagged
INV00002804,V00360,PO0000935,CT000360,P0022,Germany,MXN,2025-02-03,2025-02-09,17528.73,60,High,Approved,REPEAT_VENDOR_PATTERN,Holmes-Jordan,Professional Services,Germany,60,Medium,0.3928,60,280990.33,Nutrition,60,Standard,2025-04-10,2025-03-26,Queued,SEPA,2025-02-13,10,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Evening,Processor 022,AP India,186,0.2132,0.3203,0,,Not Applicable,,0,60,2025-04-10,2025-04-10,15,15,1,0,0,0,0.3928,0.3203,0.2132,1,0,0,1,0,0.18,0.6,0.2,9.771653575628953,Medium,Behavioural,2025-03,60,2025-04-10,0,2025-04-10,0,1.0,0.39816455338309725,Insufficient audit trail,Release before contractual due date; 15+ days early; UPR missing but paid early; Repeat vendor early payment pattern,4,HOLD,Review Required,Medium,"Invoice INV00002804 has been flagged because it is scheduled to release 15 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 39.3%. Recommended action: HOLD.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
INV00002805,V00041,PO0000022,CT000041,P0010,UK,EUR,2026-01-28,2026-01-30,3123.79,45,Medium,Approved,CORA_SAP_SYSTEM_ERROR,Hill Inc,Logistics,UK,45,Low,0.128,30,44231.69,Corporate,45,Standard,2026-03-09,2026-02-21,Queued,NEFT,2026-01-30,11,Released,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Evening,Processor 010,AP Americas,152,0.1589,0.0975,0,,Not Applicable,,0,45,2026-03-16,2026-03-22,23,23,1,1,-15,-7,0.128,0.0975,0.1589,0,1,0,1,1,0.22,0.65,0.2,8.04712235991248,Low,System error,2026-02,45,2026-03-16,5,2026-03-21,6,0.8333,0.716752401611176,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch,5,HOLD,Review Required,High,"Invoice INV00002805 has been flagged because it is scheduled to release 23 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 12.8%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00002807,V00237,PO0000348,CT000237,P0040,UK,MXN,2025-12-12,2025-12-13,159836.63,90,Critical,Pending,HIGH_VALUE_MANUAL_OVERRIDE,Buckley Group,Facilities,UK,60,Low,0.5549,60,69426.52,Corporate,60,Standard,2026-02-11,2026-01-22,Queued,ACH,2025-12-15,3,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 040,AP Europe,48,0.3109,0.5052,0,,Not Applicable,,0,60,2026-02-11,2026-02-13,20,20,1,1,-30,0,0.5549,0.5052,0.3109,0,0,1,1,0,0.22,0.7,0.55,11.981913766445127,Very High,Behavioural,2026-01,60,2026-02-11,2,2026-02-13,2,1.0,0.9016796433251002,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; PO/invoice payment term mismatch; Manual override; High-value early payment; Repeat vendor early payment pattern,7,HOLD,Review Required,Critical,"Invoice INV00002807 has been flagged because it is scheduled to release 20 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 55.5%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00002811,V00139,PO0001182,CT000139,P0052,Indonesia,GBP,2025-11-23,2025-11-26,15496.91,45,Medium,Pending,CORA_SAP_SYSTEM_ERROR,"Lewis, Meyers and Parker",Packaging,Indonesia,45,Low,0.1155,45,54478.66,Corporate,45,Standard,2025-12-27,2025-12-25,Queued,ACH,2025-11-29,17,Pending,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Morning,Processor 052,AP India,48,0.3964,0.4174,0,,Not Applicable,,0,45,2026-01-10,2026-01-14,16,16,1,0,0,-14,0.1155,0.4174,0.3964,1,0,0,1,1,0.38,0.65,0.55,9.648460455106104,Medium,System error,2025-12,45,2026-01-10,4,2026-01-14,4,1.0,0.7903702371148187,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract,4,HOLD,Review Required,High,"Invoice INV00002811 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 11.6%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00002812,V00084,PO0001156,CT000084,P0012,India,ZAR,2025-11-06,2025-11-09,5117.26,45,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Richardson-Rodriguez,IT Services,India,45,Low,0.2214,45,104199.31,Nutrition,45,Standard,2025-12-24,2025-12-27,Queued,Wire,2025-11-10,15,Released,Scenario BEHAVIOURAL_QUEUE_CLEARANCE: standard queue movement; payment not before contractual due date.,1,NONE,Evening,Processor 012,AP India,180,0.5169,0.3741,0,,Not Applicable,,0,45,2025-12-24,2025-12-24,-3,0,0,0,0,0,0.2214,0.3741,0.5169,1,1,0,0,0,0.35,0.0,0.2,8.540569816523579,Low,Not applicable / on-time,2025-12,45,2025-12-24,1,2025-12-25,0,0.8333,0.7395098417479801,Not applicable / on-time,Manual override,1,APPROVE,Ready to Release,High,"Invoice INV00002812 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 22.1%. Recommended action: APPROVE.",No early-payment root cause is required because the invoice is not scheduled before the contractual due date.,1
INV00002814,V00185,PO0000910,CT000185,P0067,Indonesia,BRL,2025-06-30,2025-07-07,14989.26,90,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Leblanc-Patrick,Raw Materials,Indonesia,90,Medium,0.4125,30,108183.28,Corporate,30,Standard,2025-08-06,2025-07-23,Queued,ACH,2025-07-08,20,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Evening,Processor 067,AP LATAM,36,0.4861,0.4544,0,,Not Applicable,,0,30,2025-08-06,2025-08-08,14,14,1,1,-60,0,0.4125,0.4544,0.4861,0,0,0,1,0,0.38,0.7,0.2,9.61515593584282,Medium,Behavioural,2025-07,30,2025-08-06,3,2025-08-09,2,0.8333,0.7586288152605217,Behavioural,Release before contractual due date; UPR missing but paid early; PO/invoice payment term mismatch; Repeat vendor early payment pattern,4,HOLD,Review Required,High,"Invoice INV00002814 has been flagged because it is scheduled to release 14 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 41.2%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00002819,V00277,PO0000979,CT000277,P0067,USA,IDR,2026-01-10,2026-01-11,4088.39,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Aguirre Group,IT Services,USA,60,Low,0.4673,60,50644.36,Ice Cream,60,Standard,2026-03-12,2026-02-21,Queued,NEFT,2026-01-11,20,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night,Processor 067,AP LATAM,36,0.4861,0.4544,0,,Not Applicable,,0,60,2026-03-12,2026-03-12,19,19,1,0,0,0,0.4673,0.4544,0.4861,0,1,0,1,0,0.25,0.7,0.2,8.316151093659458,Low,Behavioural,2026-02,60,2026-03-12,0,2026-03-12,0,1.0,0.9222503878617792,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override; Repeat vendor early payment pattern,5,HOLD,Review Required,Critical,"Invoice INV00002819 has been flagged because it is scheduled to release 19 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 46.7%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00002823,V00232,PO0001204,CT000232,P0012,UK,GBP,2025-12-03,2025-12-04,14976.59,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Turner-Franco,Facilities,UK,60,Medium,0.2994,30,75071.97,Home Care,60,Standard,2026-02-02,2025-12-23,Queued,Wire,2025-12-07,21,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 012,AP India,180,0.5169,0.3741,0,,Not Applicable,,0,60,2026-02-02,2026-02-02,41,41,1,0,0,0,0.2994,0.3741,0.5169,0,0,0,1,0,0.22,0.7,0.2,9.614310362953546,Medium,Behavioural,2025-12,60,2026-02-02,0,2026-02-02,0,1.0,0.8597475012388159,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override; Repeat vendor early payment pattern,5,HOLD,Review Required,Critical,"Invoice INV00002823 has been flagged because it is scheduled to release 41 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 29.9%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00002824,V00157,PO0000582,CT000157,P0044,USA,INR,2025-05-26,2025-05-26,9957.57,90,Low,Approved,AUDIT_GAP_EARLY_RELEASE,Henry-Martin,Packaging,USA,90,Medium,0.3099,90,51499.26,Corporate,90,Standard,2025-08-24,2025-08-26,Queued,NEFT,2025-05-26,20,Pending,Scenario AUDIT_GAP_EARLY_RELEASE: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon,Processor 044,AP Americas,73,0.2386,0.1612,0,,Not Applicable,,0,90,2025-08-24,2025-08-24,-2,0,0,0,0,0,0.3099,0.1612,0.2386,1,0,0,0,0,0.25,0.0,0.2,9.206188765973678,Medium,Not applicable / on-time,2025-08,90,2025-08-24,-1,2025-08-23,0,0.8333,0.6317807542678507,Not applicable / on-time,Repeat vendor early payment pattern,1,APPROVE,Ready to Release,High,"Invoice INV00002824 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 31.0%. Recommended action: APPROVE.",No early-payment root cause is required because the invoice is not scheduled before the contractual due date.,1
INV00002825,V00199,PO0000723,CT000199,P0072,USA,INR,2025-05-23,2025-05-24,10631.47,30,High,Rejected,CORA_SAP_SYSTEM_ERROR,Lin Inc,Packaging,USA,30,Low,0.0988,30,30617.72,Ice Cream,30,Standard,2025-06-09,2025-06-15,Queued,ACH,2025-05-27,8,Pending,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Evening,Processor 072,AP Africa,188,0.3462,0.3203,0,,Not Applicable,,0,30,2025-06-23,2025-06-27,8,8,1,0,0,-14,0.0988,0.3203,0.3462,0,1,0,1,1,0.25,0.65,0.1,9.27166780558607,Medium,System error,2025-06,30,2025-06-23,3,2025-06-26,4,0.8333,0.6658631469440337,System error,Release before contractual due date; UPR missing but paid early; SAP due date differs from contract,3,DEFER,Deferred,High,"Invoice INV00002825 has been flagged because it is scheduled to release 8 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 9.9%. Recommended action: DEFER.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00002826,V00186,PO0000867,CT000186,P0020,Germany,BRL,2025-02-27,2025-03-05,9724.64,45,Medium,Pending,CORA_SAP_SYSTEM_ERROR,"Johnson, Garcia and Cummings",Professional Services,Germany,60,Low,0.2878,60,14040.17,Beauty,60,Standard,2025-04-20,2025-04-09,Queued,Wire,2025-03-08,9,Released,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Late Night,Processor 020,AP Europe,60,0.2313,0.1315,0,,Not Applicable,,0,60,2025-05-04,2025-05-10,25,25,1,1,15,-14,0.2878,0.1315,0.2313,0,0,0,1,1,0.18,0.65,0.55,9.182520976089917,Medium,System error,2025-04,60,2025-05-04,8,2025-05-12,6,0.6667,0.7842016485386568,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch; Repeat vendor early payment pattern,6,HOLD,Review Required,High,"Invoice INV00002826 has been flagged because it is scheduled to release 25 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 28.8%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00002827,V00281,PO0001092,CT000281,P0020,India,EUR,2025-11-25,2025-11-25,4351.94,45,High,Approved,REPEAT_VENDOR_PATTERN,"Davis, Alexander and Clark",Logistics,India,30,Medium,0.3995,60,26997.86,Beauty,30,Standard,2025-12-27,2025-12-08,Queued,SEPA,2025-11-25,16,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 020,AP Europe,60,0.2313,0.1315,0,,Not Applicable,,0,30,2025-12-25,2025-12-27,17,17,1,1,15,2,0.3995,0.1315,0.2313,0,0,0,1,0,0.35,0.7,0.2,8.378606757859783,Low,Behavioural,2025-12,30,2025-12-25,3,2025-12-28,2,0.8333,0.4212009454629736,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; PO/invoice payment term mismatch; Manual override; Repeat vendor early payment pattern,6,HOLD,Review Required,Medium,"Invoice INV00002827 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 40.0%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00002830,V00317,PO0000286,CT000317,P0042,UK,IDR,2025-08-03,2025-08-04,13557.36,60,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT,Crawford PLC,Professional Services,UK,30,Low,0.1928,30,12397.89,Nutrition,30,Standard,2025-09-05,2025-08-20,Held,Wire,2025-08-06,16,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening,Processor 042,AP SEA,146,0.1189,0.1154,1,Urgent production need,Approved,Procurement,1,30,2025-09-03,2025-09-03,14,14,1,1,-30,2,0.1928,0.1154,0.1189,0,0,0,0,0,0.22,0.55,0.55,9.514758610227275,Medium,UPR,2025-08,30,2025-09-03,3,2025-09-06,-1,0.3333,0.7098403350751076,UPR,Release before contractual due date; PO/invoice payment term mismatch,2,APPROVE,Ready to Release,High,"Invoice INV00002830 has been flagged because it is scheduled to release 14 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 19.3%. Recommended action: APPROVE.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00002832,V00182,PO0001153,CT000182,P0046,Mexico,MXN,2025-07-19,2025-07-23,9743.57,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT,Mcconnell-Martinez,IT Services,Mexico,60,Medium,0.1142,60,14795.72,Nutrition,60,Standard,2025-09-21,2025-09-08,Queued,ACH,2025-07-27,10,Pending,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening,Processor 046,AP LATAM,170,0.1096,0.1866,1,Legal settlement,Pending,Business Unit,1,60,2025-09-21,2025-09-19,13,13,1,0,0,0,0.1142,0.1866,0.1096,0,0,0,0,0,0.36,0.55,0.2,9.18446548577571,Medium,UPR,2025-09,60,2025-09-21,-2,2025-09-19,-2,1.0,0.7747536700928079,UPR,Release before contractual due date,1,HOLD,Review Required,High,"Invoice INV00002832 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 11.4%. Recommended action: HOLD.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00002834,V00113,PO0001150,CT000113,P0081,USA,EUR,2025-03-17,2025-03-21,25115.28,30,Low,Approved,NORMAL_ON_TIME,Wang-Williams,IT Services,USA,30,Low,0.5132,30,9949.58,Beauty,30,Strategic,2025-04-20,2025-04-26,Queued,ACH,2025-03-21,15,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,DATE_MAP_ERR,Morning,Processor 081,AP India,100,0.1308,0.1172,0,,Not Applicable,,0,30,2025-04-20,2025-04-21,-6,0,0,0,0,0,0.5132,0.1172,0.1308,1,1,0,0,1,0.25,0.0,0.2,10.131271520443876,High,Not applicable / on-time,2025-04,30,2025-04-20,1,2025-04-21,1,1.0,0.6214031203360314,Not applicable / on-time,Repeat vendor early payment pattern,1,DEFER,Deferred,High,"Invoice INV00002834 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 51.3%. Recommended action: DEFER.",No early-payment root cause is required because the invoice is not scheduled before the contractual due date.,1
INV00002839,V00136,PO0000750,CT000136,P0036,India,INR,2025-03-30,2025-03-30,11858.85,30,Medium,Pending,BEHAVIOURAL_QUEUE_CLEARANCE,"Davis, Kim and Wright",IT Services,India,30,Medium,0.1737,30,52928.17,Corporate,30,Strategic,2025-05-01,2025-04-20,Queued,SEPA,2025-03-30,18,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Evening,Processor 036,AP India,167,0.3129,0.482,0,,Not Applicable,,0,30,2025-04-29,2025-04-29,9,9,1,0,0,2,0.1737,0.482,0.3129,0,1,0,1,0,0.35,0.7,0.55,9.38091402491693,Medium,Behavioural,2025-04,30,2025-04-29,-1,2025-04-28,0,0.8333,0.7383515466328635,Behavioural,Release before contractual due date; UPR missing but paid early,2,APPROVE,Ready to Release,High,"Invoice INV00002839 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 17.4%. Recommended action: APPROVE.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00002846,V00344,PO0000469,CT000344,P0077,Germany,ZAR,2025-09-22,2025-09-26,12435.05,60,Medium,Approved,PAYMENT_TERM_MISMATCH,"Massey, Payne and Owen",Raw Materials,Germany,30,Low,0.0364,30,45800.99,Beauty,30,Standard,2025-10-16,2025-10-29,Queued,Wire,2025-09-30,4,Approved,Scenario PAYMENT_TERM_MISMATCH: standard queue movement; payment not before contractual due date.,0,TERM_CFG_ERR,Morning,Processor 077,AP Africa,83,0.0449,0.201,0,,Not Applicable,,0,30,2025-10-26,2025-10-29,-3,0,0,1,-30,-10,0.0364,0.201,0.0449,1,0,0,0,1,0.18,0.0,0.2,9.42835479175596,Medium,Not applicable / on-time,2025-10,30,2025-10-26,4,2025-10-30,3,0.8333,0.5467937794235982,Not applicable / on-time,SAP due date differs from contract; PO/invoice payment term mismatch,2,DEFER,Deferred,Medium,"Invoice INV00002846 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 3.6%. Recommended action: DEFER.",No early-payment root cause is required because the invoice is not scheduled before the contractual due date.,1
INV00002847,V00165,PO0000564,CT000165,P0023,Brazil,MXN,2025-03-12,2025-03-15,31818.26,60,Medium,Approved,PAYMENT_TERM_MISMATCH,Bradshaw-Barnes,Packaging,Brazil,90,Medium,0.215,90,49148.51,Home Care,30,Standard,2025-04-04,2025-03-23,Queued,NEFT,2025-03-15,10,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Morning,Processor 023,AP Americas,69,0.1044,0.2788,0,,Not Applicable,,0,30,2025-04-14,2025-04-19,22,22,1,1,30,-10,0.215,0.2788,0.1044,0,1,0,1,0,0.42,0.7,0.2,10.367827045807404,High,System error,2025-03,30,2025-04-14,5,2025-04-19,5,1.0,0.5708281622962111,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch; Manual override,6,HOLD,Review Required,Medium,"Invoice INV00002847 has been flagged because it is scheduled to release 22 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 21.5%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00002848,V00310,PO0000648,CT000310,P0086,India,BRL,2025-11-18,2025-11-25,37775.22,30,High,Approved,PAYMENT_TERM_MISMATCH,"Johnson, Hernandez and Berger",IT Services,India,45,High,0.1544,45,52207.85,Ice Cream,45,Standard,2026-01-02,2026-01-04,Queued,SEPA,2025-11-27,12,Held,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon,Processor 086,AP SEA,87,0.0676,0.0726,0,,Not Applicable,,0,45,2026-01-09,2026-01-14,5,5,1,1,15,-7,0.1544,0.0726,0.0676,0,1,0,1,0,0.35,0.6,0.2,10.539435083111808,High,System error,2026-01,45,2026-01-09,5,2026-01-14,5,1.0,0.636804697630637,Insufficient audit trail,Release before contractual due date; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch,4,DEFER,Deferred,High,"Invoice INV00002848 has been flagged because it is scheduled to release 5 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 15.4%. Recommended action: DEFER.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
INV00002849,V00223,PO0000093,CT000223,P0086,Germany,BRL,2025-12-03,2025-12-08,9390.13,30,Medium,Approved,CORA_SAP_SYSTEM_ERROR,"Beck, Dyer and Campbell",IT Services,Germany,30,Low,0.214,30,76511.24,Ice Cream,30,Standard,2025-12-28,2025-12-26,Queued,SEPA,2025-12-10,2,Released,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Afternoon,Processor 086,AP SEA,87,0.0676,0.0726,0,,Not Applicable,,0,30,2026-01-07,2026-01-11,12,12,1,0,0,-10,0.214,0.0726,0.0676,1,0,0,1,1,0.18,0.65,0.2,9.147520905750008,Medium,System error,2025-12,30,2026-01-07,4,2026-01-11,4,1.0,0.8500951558379914,System error,Release before contractual due date; UPR missing but paid early; SAP due date differs from contract,3,DEFER,Deferred,Critical,"Invoice INV00002849 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 21.4%. Recommended action: DEFER.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00002850,V00304,PO0001234,CT000304,P0064,Brazil,MXN,2025-07-21,2025-07-23,5905.17,90,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Smith-Alexander,Packaging,Brazil,90,Medium,0.2761,90,56959.63,Home Care,90,Standard,2025-10-21,2025-10-05,Queued,Wire,2025-07-24,27,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 064,AP Africa,75,0.3606,0.4673,0,,Not Applicable,,0,90,2025-10-21,2025-10-21,16,16,1,0,0,0,0.2761,0.4673,0.3606,0,1,0,1,0,0.42,0.7,0.2,8.683752846176773,Low,Behavioural,2025-10,90,2025-10-21,1,2025-10-22,0,0.8333,0.9012022589788643,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override; Repeat vendor early payment pattern,5,HOLD,Review Required,Critical,"Invoice INV00002850 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 27.6%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00002851,V00412,PO0000400,CT000412,P0052,Germany,MXN,2025-09-13,2025-09-18,6555.54,45,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Jordan-Lee,Professional Services,Germany,45,Low,0.1853,45,178857.82,Beauty,30,Standard,2025-10-18,2025-09-08,Queued,ACH,2025-09-22,12,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 052,AP India,48,0.3964,0.4174,0,,Not Applicable,,0,30,2025-10-18,2025-10-18,40,40,1,0,0,0,0.1853,0.4174,0.3964,0,0,0,1,0,0.18,0.7,0.2,8.788218303768852,Low,Behavioural,2025-09,30,2025-10-18,1,2025-10-19,0,0.8333,0.6518526100273302,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override,4,HOLD,Review Required,High,"Invoice INV00002851 has been flagged because it is scheduled to release 40 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 18.5%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00002853,V00247,PO0001079,CT000247,P0036,Germany,INR,2025-10-28,2025-10-31,2226.09,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Thompson Ltd,Marketing,Germany,60,Medium,0.2026,60,39309.28,Beauty,60,Strategic,2025-12-30,2025-11-17,Queued,Wire,2025-11-03,26,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 036,AP India,167,0.3129,0.482,0,,Not Applicable,,0,60,2025-12-30,2025-12-30,43,43,1,0,0,0,0.2026,0.482,0.3129,0,0,0,1,0,0.18,0.7,0.2,7.70845107955259,Low,Behavioural,2025-11,60,2025-12-30,1,2025-12-31,0,0.8333,0.8719938695556263,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override,4,HOLD,Review Required,Critical,"Invoice INV00002853 has been flagged because it is scheduled to release 43 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 20.3%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
