follow_up_id,invoice_id,owner,follow_up_type,follow_up_status,created_date,due_date,aging_days,latest_response,next_action,generated_email_text,reminder_text
FUP00001069,INV00002374,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002374

Hi AP Team,

Invoice INV00002374 for vendor Freeman Group is scheduled to release 40 days before the contractual due date.

Risk score: 0.85
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2025-04-08 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002374. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001070,INV00002377,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002377

Hi AP Team,

Invoice INV00002377 for vendor Ayers and Sons is scheduled to release 5 days before the contractual due date.

Risk score: 0.35
Root cause: Insufficient audit trail
Recommended action: DEFER
Recommended release date: 2026-03-28 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002377. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001071,INV00002379,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002379

Hi AP Team,

Invoice INV00002379 for vendor Morgan LLC is scheduled to release 30 days before the contractual due date.

Risk score: 0.59
Root cause: System error
Recommended action: HOLD
Recommended release date: 2025-02-16 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002379. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001072,INV00002386,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002386

Hi AP Team,

Invoice INV00002386 for vendor Warren and Sons is scheduled to release 12 days before the contractual due date.

Risk score: 0.57
Root cause: System error
Recommended action: DEFER
Recommended release date: 2025-06-24 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002386. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001073,INV00002390,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002390

Hi AP Team,

Invoice INV00002390 for vendor Hawkins LLC is scheduled to release 11 days before the contractual due date.

Risk score: 0.82
Root cause: UPR
Recommended action: HOLD
Recommended release date: 2025-12-28 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002390. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001074,INV00002391,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002391

Hi AP Team,

Invoice INV00002391 for vendor Johnson and Sons is scheduled to release 24 days before the contractual due date.

Risk score: 0.39
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2025-04-29 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002391. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001075,INV00002392,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002392

Hi AP Team,

Invoice INV00002392 for vendor Rios Group is scheduled to release 0 days before the contractual due date.

Risk score: 0.54
Root cause: Not applicable / on-time
Recommended action: DEFER
Recommended release date: 2025-05-06 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002392. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001076,INV00002395,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002395

Hi AP Team,

Invoice INV00002395 for vendor Davis, Smith and Perry is scheduled to release 10 days before the contractual due date.

Risk score: 0.84
Root cause: System error
Recommended action: DEFER
Recommended release date: 2026-01-10 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002395. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001077,INV00002396,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002396

Hi AP Team,

Invoice INV00002396 for vendor Rosales, Reynolds and Jones is scheduled to release 27 days before the contractual due date.

Risk score: 0.80
Root cause: System error
Recommended action: HOLD
Recommended release date: 2026-03-13 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002396. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001078,INV00002398,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002398

Hi AP Team,

Invoice INV00002398 for vendor Rodgers, Hernandez and Davis is scheduled to release 23 days before the contractual due date.

Risk score: 0.66
Root cause: System error
Recommended action: HOLD
Recommended release date: 2025-05-16 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002398. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001079,INV00002402,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002402

Hi AP Team,

Invoice INV00002402 for vendor Murphy Inc is scheduled to release 35 days before the contractual due date.

Risk score: 0.88
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2026-01-18 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002402. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001080,INV00002403,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002403

Hi AP Team,

Invoice INV00002403 for vendor Riley-Gonzalez is scheduled to release 33 days before the contractual due date.

Risk score: 0.59
Root cause: System error
Recommended action: HOLD
Recommended release date: 2026-03-08 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002403. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001081,INV00002404,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002404

Hi AP Team,

Invoice INV00002404 for vendor Watson LLC is scheduled to release 39 days before the contractual due date.

Risk score: 0.84
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2026-02-02 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002404. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001082,INV00002406,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002406

Hi AP Team,

Invoice INV00002406 for vendor Guzman-Adkins is scheduled to release 17 days before the contractual due date.

Risk score: 0.34
Root cause: Insufficient audit trail
Recommended action: HOLD
Recommended release date: 2025-09-10 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002406. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001083,INV00002407,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002407

Hi AP Team,

Invoice INV00002407 for vendor Dixon, Thompson and Evans is scheduled to release 38 days before the contractual due date.

Risk score: 0.87
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2026-04-29 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002407. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001084,INV00002408,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002408

Hi AP Team,

Invoice INV00002408 for vendor Weaver-Nelson is scheduled to release 28 days before the contractual due date.

Risk score: 0.52
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2026-02-11 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002408. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001085,INV00002410,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002410

Hi AP Team,

Invoice INV00002410 for vendor Livingston-Reeves is scheduled to release 5 days before the contractual due date.

Risk score: 0.34
Root cause: Behavioural
Recommended action: DEFER
Recommended release date: 2025-07-07 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002410. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001086,INV00002416,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002416

Hi AP Team,

Invoice INV00002416 for vendor Reed Ltd is scheduled to release 27 days before the contractual due date.

Risk score: 0.86
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2025-03-13 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002416. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001087,INV00002417,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002417

Hi AP Team,

Invoice INV00002417 for vendor Moore-Pruitt is scheduled to release 9 days before the contractual due date.

Risk score: 0.75
Root cause: UPR
Recommended action: HOLD
Recommended release date: 2025-05-16 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002417. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001088,INV00002418,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002418

Hi AP Team,

Invoice INV00002418 for vendor Chandler Inc is scheduled to release 22 days before the contractual due date.

Risk score: 0.32
Root cause: Insufficient audit trail
Recommended action: HOLD
Recommended release date: 2025-05-21 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002418. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001089,INV00002420,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002420

Hi AP Team,

Invoice INV00002420 for vendor Kirk-Proctor is scheduled to release 23 days before the contractual due date.

Risk score: 0.71
Root cause: System error
Recommended action: HOLD
Recommended release date: 2026-01-05 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002420. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001090,INV00002421,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002421

Hi AP Team,

Invoice INV00002421 for vendor Travis-Jackson is scheduled to release 34 days before the contractual due date.

Risk score: 0.58
Root cause: System error
Recommended action: HOLD
Recommended release date: 2026-01-13 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002421. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001091,INV00002427,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002427

Hi AP Team,

Invoice INV00002427 for vendor Cochran, Hughes and Gomez is scheduled to release 16 days before the contractual due date.

Risk score: 0.61
Root cause: System error
Recommended action: HOLD
Recommended release date: 2025-11-09 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002427. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001092,INV00002430,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002430

Hi AP Team,

Invoice INV00002430 for vendor Walker, Moyer and Owens is scheduled to release 20 days before the contractual due date.

Risk score: 0.64
Root cause: System error
Recommended action: HOLD
Recommended release date: 2026-01-20 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002430. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001093,INV00002431,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002431

Hi AP Team,

Invoice INV00002431 for vendor Howell, Waller and Holloway is scheduled to release 24 days before the contractual due date.

Risk score: 0.80
Root cause: System error
Recommended action: HOLD
Recommended release date: 2026-03-31 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002431. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001094,INV00002432,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002432

Hi AP Team,

Invoice INV00002432 for vendor King, Fowler and Webster is scheduled to release 37 days before the contractual due date.

Risk score: 0.60
Root cause: System error
Recommended action: HOLD
Recommended release date: 2025-08-17 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002432. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001095,INV00002433,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002433

Hi AP Team,

Invoice INV00002433 for vendor Hawkins LLC is scheduled to release 9 days before the contractual due date.

Risk score: 0.82
Root cause: UPR
Recommended action: HOLD
Recommended release date: 2025-05-27 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002433. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001096,INV00002434,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002434

Hi AP Team,

Invoice INV00002434 for vendor Beck, Dyer and Campbell is scheduled to release 29 days before the contractual due date.

Risk score: 0.91
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2026-02-25 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002434. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001097,INV00002435,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002435

Hi AP Team,

Invoice INV00002435 for vendor Dixon, Thompson and Evans is scheduled to release 22 days before the contractual due date.

Risk score: 0.35
Root cause: Insufficient audit trail
Recommended action: HOLD
Recommended release date: 2025-10-25 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002435. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001098,INV00002441,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002441

Hi AP Team,

Invoice INV00002441 for vendor Webb Inc is scheduled to release 26 days before the contractual due date.

Risk score: 0.79
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2026-04-11 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002441. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001099,INV00002443,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002443

Hi AP Team,

Invoice INV00002443 for vendor Delgado, Rivera and Smith is scheduled to release 8 days before the contractual due date.

Risk score: 0.86
Root cause: System error
Recommended action: DEFER
Recommended release date: 2026-05-12 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002443. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001100,INV00002444,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002444

Hi AP Team,

Invoice INV00002444 for vendor Reyes-Wilson is scheduled to release 31 days before the contractual due date.

Risk score: 0.80
Root cause: System error
Recommended action: HOLD
Recommended release date: 2025-07-03 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002444. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001101,INV00002446,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002446

Hi AP Team,

Invoice INV00002446 for vendor Rollins Inc is scheduled to release 10 days before the contractual due date.

Risk score: 0.84
Root cause: UPR
Recommended action: HOLD
Recommended release date: 2025-04-07 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002446. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001102,INV00002448,Finance Lead,Escalation,Escalated,2026-05-11,2026-05-13,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002448

Hi AP Team,

Invoice INV00002448 for vendor Blackburn Group is scheduled to release 3 days before the contractual due date.

Risk score: 0.62
Root cause: UPR
Recommended action: ESCALATE
Recommended release date: 2025-05-26 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002448. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001103,INV00002450,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002450

Hi AP Team,

Invoice INV00002450 for vendor Lewis LLC is scheduled to release 21 days before the contractual due date.

Risk score: 0.29
Root cause: Insufficient audit trail
Recommended action: HOLD
Recommended release date: 2025-04-19 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002450. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001104,INV00002455,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002455

Hi AP Team,

Invoice INV00002455 for vendor Henderson LLC is scheduled to release 19 days before the contractual due date.

Risk score: 0.48
Root cause: Insufficient audit trail
Recommended action: HOLD
Recommended release date: 2026-01-04 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002455. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001105,INV00002456,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002456

Hi AP Team,

Invoice INV00002456 for vendor Hernandez Ltd is scheduled to release 5 days before the contractual due date.

Risk score: 0.31
Root cause: Insufficient audit trail
Recommended action: DEFER
Recommended release date: 2025-10-13 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002456. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001106,INV00002459,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002459

Hi AP Team,

Invoice INV00002459 for vendor Smith-Adams is scheduled to release 31 days before the contractual due date.

Risk score: 0.86
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2025-12-12 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002459. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001107,INV00002460,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002460

Hi AP Team,

Invoice INV00002460 for vendor Sheppard-Martin is scheduled to release 33 days before the contractual due date.

Risk score: 0.74
Root cause: System error
Recommended action: HOLD
Recommended release date: 2025-03-26 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002460. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001108,INV00002462,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002462

Hi AP Team,

Invoice INV00002462 for vendor Ponce Ltd is scheduled to release 12 days before the contractual due date.

Risk score: 0.81
Root cause: System error
Recommended action: DEFER
Recommended release date: 2026-02-01 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002462. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001109,INV00002463,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002463

Hi AP Team,

Invoice INV00002463 for vendor Wallace Inc is scheduled to release 33 days before the contractual due date.

Risk score: 0.61
Root cause: Insufficient audit trail
Recommended action: HOLD
Recommended release date: 2026-01-18 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002463. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001110,INV00002464,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002464

Hi AP Team,

Invoice INV00002464 for vendor Anderson, Martinez and Proctor is scheduled to release 14 days before the contractual due date.

Risk score: 0.85
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2025-07-15 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002464. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001111,INV00002465,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002465

Hi AP Team,

Invoice INV00002465 for vendor Collins Inc is scheduled to release 3 days before the contractual due date.

Risk score: 0.81
Root cause: UPR
Recommended action: DEFER
Recommended release date: 2025-05-11 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002465. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001112,INV00002466,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002466

Hi AP Team,

Invoice INV00002466 for vendor Weaver-Nelson is scheduled to release 23 days before the contractual due date.

Risk score: 0.73
Root cause: Behavioural
Recommended action: HOLD
Recommended release date: 2026-04-16 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002466. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001113,INV00002467,Finance Lead,Escalation,Escalated,2026-05-11,2026-05-13,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002467

Hi AP Team,

Invoice INV00002467 for vendor Ponce Ltd is scheduled to release 11 days before the contractual due date.

Risk score: 0.66
Root cause: System error
Recommended action: ESCALATE
Recommended release date: 2025-05-16 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002467. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001114,INV00002471,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002471

Hi AP Team,

Invoice INV00002471 for vendor Wallace Inc is scheduled to release 3 days before the contractual due date.

Risk score: 0.29
Root cause: Insufficient audit trail
Recommended action: DEFER
Recommended release date: 2025-08-27 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002471. Please confirm hold/release decision and attach supporting approval evidence.
FUP00001115,INV00002473,AP Processor,Email,Open,2026-05-11,2026-05-14,0,Pending response,Confirm approval evidence or hold payment,"Subject: Action Required - Early Payment Review for INV00002473

Hi AP Team,

Invoice INV00002473 for vendor Barry Group is scheduled to release 14 days before the contractual due date.

Risk score: 0.26
Root cause: Insufficient audit trail
Recommended action: DEFER
Recommended release date: 2026-02-01 00:00:00

Please confirm whether there is a documented business-approved UPR or whether this payment should be held until the correct release date.

Regards,
Invoice Payment Governance Agent
",Reminder: Follow-up pending for invoice INV00002473. Please confirm hold/release decision and attach supporting approval evidence.
