audit_id,invoice_id,action_taken,triggered_by,timestamp,root_cause,recommendation,risk_score,final_status,comments
AUD00001118,INV00002206,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:33:52,Behavioural,APPROVE until 2025-04-17 00:00:00,0.6069,Closed,"Invoice INV00002206 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 50.8%. Recommended action: APPROVE."
AUD00001119,INV00002211,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:33:53,Behavioural,HOLD until 2025-02-13 00:00:00,0.7239,Open,"Invoice INV00002211 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 7.7%. Recommended action: HOLD."
AUD00001120,INV00002213,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:33:54,System error,HOLD until 2026-03-20 00:00:00,0.739,Open,"Invoice INV00002213 has been flagged because it is scheduled to release 20 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 24.3%. Recommended action: HOLD."
AUD00001121,INV00002214,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:33:55,UPR,HOLD until 2025-06-18 00:00:00,0.7807,Open,"Invoice INV00002214 has been flagged because it is scheduled to release 8 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 18.1%. Recommended action: HOLD."
AUD00001122,INV00002217,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:33:56,UPR,HOLD until 2025-10-04 00:00:00,0.7836,Open,"Invoice INV00002217 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 20.4%. Recommended action: HOLD."
AUD00001123,INV00002218,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:33:57,Behavioural,HOLD until 2026-06-28 00:00:00,0.6849,Open,"Invoice INV00002218 has been flagged because it is scheduled to release 34 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 23.5%. Recommended action: HOLD."
AUD00001124,INV00002222,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:33:58,Not applicable / on-time,APPROVE until 2025-07-23 00:00:00,0.6677,Closed,"Invoice INV00002222 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 16.6%. Recommended action: APPROVE."
AUD00001125,INV00002224,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:33:59,Insufficient audit trail,HOLD until 2026-05-22 00:00:00,0.2514,Open,"Invoice INV00002224 has been flagged because it is scheduled to release 42 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 21.4%. Recommended action: HOLD."
AUD00001126,INV00002225,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:34:00,Not applicable / on-time,APPROVE until 2025-06-08 00:00:00,0.6259,Closed,"Invoice INV00002225 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 19.9%. Recommended action: APPROVE."
AUD00001127,INV00002228,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:01,Behavioural,HOLD until 2025-12-21 00:00:00,0.7817,Open,"Invoice INV00002228 has been flagged because it is scheduled to release 8 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 32.3%. Recommended action: HOLD."
AUD00001128,INV00002230,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:02,System error,HOLD until 2025-05-05 00:00:00,0.5629,Open,"Invoice INV00002230 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 17.4%. Recommended action: HOLD."
AUD00001129,INV00002231,ESCALATE,ML Risk Scorer + Rule Engine,2026-05-11 20:34:03,Behavioural,ESCALATE until 2026-01-23 00:00:00,0.8819,Open,"Invoice INV00002231 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 29.5%. Recommended action: ESCALATE."
AUD00001130,INV00002235,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:04,Insufficient audit trail,HOLD until 2025-06-18 00:00:00,0.6225,Open,"Invoice INV00002235 has been flagged because it is scheduled to release 22 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 15.4%. Recommended action: HOLD."
AUD00001131,INV00002236,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:05,Insufficient audit trail,HOLD until 2026-03-18 00:00:00,0.8272,Open,"Invoice INV00002236 has been flagged because it is scheduled to release 26 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 5.6%. Recommended action: HOLD."
AUD00001132,INV00002238,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:06,Behavioural,HOLD until 2026-03-25 00:00:00,0.7723,Open,"Invoice INV00002238 has been flagged because it is scheduled to release 28 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 24.1%. Recommended action: HOLD."
AUD00001133,INV00002240,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:34:07,Not applicable / on-time,DEFER until 2025-07-22 00:00:00,0.6351,Open,"Invoice INV00002240 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 6.0%. Recommended action: DEFER."
AUD00001134,INV00002241,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:08,Insufficient audit trail,HOLD until 2025-03-30 00:00:00,0.4563,Open,"Invoice INV00002241 has been flagged because it is scheduled to release 22 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 54.6%. Recommended action: HOLD."
AUD00001135,INV00002244,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:34:09,Not applicable / on-time,DEFER until 2025-11-24 00:00:00,0.6503,Open,"Invoice INV00002244 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 36.7%. Recommended action: DEFER."
AUD00001136,INV00002245,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:10,System error,HOLD until 2025-12-22 00:00:00,0.721,Open,"Invoice INV00002245 has been flagged because it is scheduled to release 20 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 32.8%. Recommended action: HOLD."
AUD00001137,INV00002247,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:11,System error,HOLD until 2026-02-09 00:00:00,0.8353,Open,"Invoice INV00002247 has been flagged because it is scheduled to release 23 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 31.3%. Recommended action: HOLD."
AUD00001138,INV00002255,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:12,Insufficient audit trail,HOLD until 2025-03-29 00:00:00,0.372,Open,"Invoice INV00002255 has been flagged because it is scheduled to release 28 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 36.5%. Recommended action: HOLD."
AUD00001139,INV00002256,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:34:13,Not applicable / on-time,DEFER until 2025-08-18 00:00:00,0.598,Open,"Invoice INV00002256 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 56.8%. Recommended action: DEFER."
AUD00001140,INV00002257,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:14,System error,HOLD until 2025-08-06 00:00:00,0.5876,Open,"Invoice INV00002257 has been flagged because it is scheduled to release 15 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 21.2%. Recommended action: HOLD."
AUD00001141,INV00002261,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:15,Behavioural,HOLD until 2025-09-14 00:00:00,0.5363,Open,"Invoice INV00002261 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 20.2%. Recommended action: HOLD."
AUD00001142,INV00002262,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:16,System error,HOLD until 2025-08-06 00:00:00,0.3584,Open,"Invoice INV00002262 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 11.5%. Recommended action: HOLD."
AUD00001143,INV00002264,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:17,Behavioural,HOLD until 2026-04-14 00:00:00,0.8084,Open,"Invoice INV00002264 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 4.2%. Recommended action: HOLD."
AUD00001144,INV00002265,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:34:18,UPR,APPROVE until 2025-06-03 00:00:00,0.7351,Closed,"Invoice INV00002265 has been flagged because it is scheduled to release 5 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 11.6%. Recommended action: APPROVE."
AUD00001145,INV00002268,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:34:19,Behavioural,DEFER until 2025-03-16 00:00:00,0.4175,Open,"Invoice INV00002268 has been flagged because it is scheduled to release 14 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 42.9%. Recommended action: DEFER."
AUD00001146,INV00002269,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:20,System error,HOLD until 2026-04-04 00:00:00,0.2164,Open,"Invoice INV00002269 has been flagged because it is scheduled to release 30 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 18.3%. Recommended action: HOLD."
AUD00001147,INV00002271,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:21,System error,HOLD until 2026-02-21 00:00:00,0.7802,Open,"Invoice INV00002271 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 35.9%. Recommended action: HOLD."
AUD00001148,INV00002273,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:22,Behavioural,HOLD until 2025-08-17 00:00:00,0.8173,Open,"Invoice INV00002273 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 13.3%. Recommended action: HOLD."
AUD00001149,INV00002275,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:23,UPR,HOLD until 2025-08-03 00:00:00,0.7521,Open,"Invoice INV00002275 has been flagged because it is scheduled to release 4 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 36.2%. Recommended action: HOLD."
AUD00001150,INV00002279,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:34:24,Not applicable / on-time,APPROVE until 2026-04-21 00:00:00,0.6555,Closed,"Invoice INV00002279 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 25.1%. Recommended action: APPROVE."
AUD00001151,INV00002281,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:34:25,Not applicable / on-time,DEFER until 2025-06-27 00:00:00,0.613,Open,"Invoice INV00002281 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 36.3%. Recommended action: DEFER."
AUD00001152,INV00002282,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:26,Behavioural,HOLD until 2026-01-04 00:00:00,0.8592,Open,"Invoice INV00002282 has been flagged because it is scheduled to release 14 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 11.4%. Recommended action: HOLD."
AUD00001153,INV00002283,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:27,System error,HOLD until 2025-07-10 00:00:00,0.7434,Open,"Invoice INV00002283 has been flagged because it is scheduled to release 21 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 14.8%. Recommended action: HOLD."
AUD00001154,INV00002285,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:34:28,System error,DEFER until 2025-10-15 00:00:00,0.7975,Open,"Invoice INV00002285 has been flagged because it is scheduled to release 7 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 16.7%. Recommended action: DEFER."
AUD00001155,INV00002287,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:29,Behavioural,HOLD until 2025-04-08 00:00:00,0.726,Open,"Invoice INV00002287 has been flagged because it is scheduled to release 18 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 19.0%. Recommended action: HOLD."
AUD00001156,INV00002288,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:30,Behavioural,HOLD until 2026-01-04 00:00:00,0.9168,Open,"Invoice INV00002288 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 35.7%. Recommended action: HOLD."
AUD00001157,INV00002289,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:31,Behavioural,HOLD until 2025-08-03 00:00:00,0.7312,Open,"Invoice INV00002289 has been flagged because it is scheduled to release 35 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 42.2%. Recommended action: HOLD."
AUD00001158,INV00002293,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:34:32,UPR,APPROVE until 2025-03-20 00:00:00,0.716,Closed,"Invoice INV00002293 has been flagged because it is scheduled to release 8 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 1.0%. Recommended action: APPROVE."
AUD00001159,INV00002296,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:33,System error,HOLD until 2025-11-11 00:00:00,0.7765,Open,"Invoice INV00002296 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 1.2%. Recommended action: HOLD."
AUD00001160,INV00002299,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:34,System error,HOLD until 2025-05-27 00:00:00,0.8178,Open,"Invoice INV00002299 has been flagged because it is scheduled to release 18 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 12.8%. Recommended action: HOLD."
AUD00001161,INV00002300,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:35,System error,HOLD until 2025-09-08 00:00:00,0.6345,Open,"Invoice INV00002300 has been flagged because it is scheduled to release 23 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 20.4%. Recommended action: HOLD."
AUD00001162,INV00002301,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:36,Behavioural,HOLD until 2026-04-16 00:00:00,0.8211,Open,"Invoice INV00002301 has been flagged because it is scheduled to release 24 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 35.8%. Recommended action: HOLD."
AUD00001163,INV00002302,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:37,System error,HOLD until 2026-01-19 00:00:00,0.8215,Open,"Invoice INV00002302 has been flagged because it is scheduled to release 18 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 7.3%. Recommended action: HOLD."
AUD00001164,INV00002305,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:38,System error,HOLD until 2026-05-05 00:00:00,0.8364,Open,"Invoice INV00002305 has been flagged because it is scheduled to release 30 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 18.4%. Recommended action: HOLD."
AUD00001165,INV00002307,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:39,Insufficient audit trail,HOLD until 2026-04-03 00:00:00,0.3277,Open,"Invoice INV00002307 has been flagged because it is scheduled to release 28 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 34.2%. Recommended action: HOLD."
AUD00001166,INV00002309,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:40,Behavioural,HOLD until 2026-01-15 00:00:00,0.7597,Open,"Invoice INV00002309 has been flagged because it is scheduled to release 39 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 20.4%. Recommended action: HOLD."
AUD00001167,INV00002311,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:41,Behavioural,HOLD until 2025-11-18 00:00:00,0.7302,Open,"Invoice INV00002311 has been flagged because it is scheduled to release 20 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 47.9%. Recommended action: HOLD."
AUD00001168,INV00002312,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:42,Behavioural,HOLD until 2025-03-29 00:00:00,0.8505,Open,"Invoice INV00002312 has been flagged because it is scheduled to release 40 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 16.6%. Recommended action: HOLD."
AUD00001169,INV00002317,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:34:43,Behavioural,APPROVE until 2026-01-04 00:00:00,0.6952,Closed,"Invoice INV00002317 has been flagged because it is scheduled to release 14 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 5.6%. Recommended action: APPROVE."
AUD00001170,INV00002318,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:34:44,Not applicable / on-time,DEFER until 2025-10-28 00:00:00,0.8412,Open,"Invoice INV00002318 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 19.3%. Recommended action: DEFER."
AUD00001171,INV00002324,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:45,System error,HOLD until 2025-08-22 00:00:00,0.5275,Open,"Invoice INV00002324 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 29.7%. Recommended action: HOLD."
AUD00001172,INV00002325,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:46,System error,HOLD until 2025-06-20 00:00:00,0.8052,Open,"Invoice INV00002325 has been flagged because it is scheduled to release 18 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 20.4%. Recommended action: HOLD."
AUD00001173,INV00002326,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:47,System error,HOLD until 2026-02-08 00:00:00,0.8059,Open,"Invoice INV00002326 has been flagged because it is scheduled to release 15 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 26.5%. Recommended action: HOLD."
AUD00001174,INV00002327,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:48,Insufficient audit trail,HOLD until 2025-10-11 00:00:00,0.471,Open,"Invoice INV00002327 has been flagged because it is scheduled to release 30 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 61.4%. Recommended action: HOLD."
AUD00001175,INV00002329,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:49,Behavioural,HOLD until 2025-09-30 00:00:00,0.9024,Open,"Invoice INV00002329 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 13.3%. Recommended action: HOLD."
AUD00001176,INV00002337,ESCALATE,ML Risk Scorer + Rule Engine,2026-05-11 20:34:50,System error,ESCALATE until 2026-02-16 00:00:00,0.8136,Open,"Invoice INV00002337 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 18.8%. Recommended action: ESCALATE."
AUD00001177,INV00002339,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:51,UPR,HOLD until 2025-09-01 00:00:00,0.8506,Open,"Invoice INV00002339 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 24.6%. Recommended action: HOLD."
AUD00001178,INV00002341,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:34:52,System error,DEFER until 2025-08-18 00:00:00,0.4709,Open,"Invoice INV00002341 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 32.3%. Recommended action: DEFER."
AUD00001179,INV00002343,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:53,Insufficient audit trail,HOLD until 2025-03-11 00:00:00,0.4373,Open,"Invoice INV00002343 has been flagged because it is scheduled to release 24 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 35.1%. Recommended action: HOLD."
AUD00001180,INV00002346,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:34:54,UPR,DEFER until 2025-08-13 00:00:00,0.8135,Open,"Invoice INV00002346 has been flagged because it is scheduled to release 15 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 43.4%. Recommended action: DEFER."
AUD00001181,INV00002348,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:34:55,Not applicable / on-time,DEFER until 2025-08-02 00:00:00,0.5689,Open,"Invoice INV00002348 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 16.6%. Recommended action: DEFER."
AUD00001182,INV00002349,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:34:56,Not applicable / on-time,DEFER until 2026-01-21 00:00:00,0.5314,Open,"Invoice INV00002349 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 7.6%. Recommended action: DEFER."
AUD00001183,INV00002350,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:57,System error,HOLD until 2026-01-18 00:00:00,0.6327,Open,"Invoice INV00002350 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 9.3%. Recommended action: HOLD."
AUD00001184,INV00002351,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:58,Not applicable / on-time,HOLD until 2026-03-02 00:00:00,0.8305,Open,"Invoice INV00002351 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 56.9%. Recommended action: HOLD."
AUD00001185,INV00002355,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:34:59,Behavioural,HOLD until 2026-03-11 00:00:00,0.7976,Open,"Invoice INV00002355 has been flagged because it is scheduled to release 32 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 40.0%. Recommended action: HOLD."
AUD00001186,INV00002356,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:35:00,System error,DEFER until 2025-06-24 00:00:00,0.702,Open,"Invoice INV00002356 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 49.2%. Recommended action: DEFER."
AUD00001187,INV00002359,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:35:01,System error,DEFER until 2026-02-19 00:00:00,0.8409,Open,"Invoice INV00002359 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 15.4%. Recommended action: DEFER."
AUD00001188,INV00002360,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:35:02,Not applicable / on-time,DEFER until 2025-05-14 00:00:00,0.6728,Open,"Invoice INV00002360 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 18.5%. Recommended action: DEFER."
AUD00001189,INV00002361,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:35:03,System error,DEFER until 2025-09-04 00:00:00,0.5658,Open,"Invoice INV00002361 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 24.3%. Recommended action: DEFER."
AUD00001190,INV00002365,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:04,System error,HOLD until 2025-08-21 00:00:00,0.7837,Open,"Invoice INV00002365 has been flagged because it is scheduled to release 33 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 9.3%. Recommended action: HOLD."
AUD00001191,INV00002366,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:05,Insufficient audit trail,HOLD until 2025-07-13 00:00:00,0.3218,Open,"Invoice INV00002366 has been flagged because it is scheduled to release 18 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 33.5%. Recommended action: HOLD."
AUD00001192,INV00002368,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:06,Behavioural,HOLD until 2025-12-10 00:00:00,0.8805,Open,"Invoice INV00002368 has been flagged because it is scheduled to release 36 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 24.1%. Recommended action: HOLD."
AUD00001193,INV00002374,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:07,Behavioural,HOLD until 2025-04-08 00:00:00,0.8493,Open,"Invoice INV00002374 has been flagged because it is scheduled to release 40 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 21.7%. Recommended action: HOLD."
AUD00001194,INV00002377,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:35:08,Insufficient audit trail,DEFER until 2026-03-28 00:00:00,0.3455,Open,"Invoice INV00002377 has been flagged because it is scheduled to release 5 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 8.3%. Recommended action: DEFER."
AUD00001195,INV00002379,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:09,System error,HOLD until 2025-02-16 00:00:00,0.5891,Open,"Invoice INV00002379 has been flagged because it is scheduled to release 30 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 16.6%. Recommended action: HOLD."
AUD00001196,INV00002382,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:35:10,Not applicable / on-time,APPROVE until 2025-07-07 00:00:00,0.628,Closed,"Invoice INV00002382 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 4.2%. Recommended action: APPROVE."
AUD00001197,INV00002386,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:35:11,System error,DEFER until 2025-06-24 00:00:00,0.5663,Open,"Invoice INV00002386 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 49.4%. Recommended action: DEFER."
AUD00001198,INV00002390,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:12,UPR,HOLD until 2025-12-28 00:00:00,0.8209,Open,"Invoice INV00002390 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 8.7%. Recommended action: HOLD."
AUD00001199,INV00002391,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:13,Behavioural,HOLD until 2025-04-29 00:00:00,0.3883,Open,"Invoice INV00002391 has been flagged because it is scheduled to release 24 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 8.3%. Recommended action: HOLD."
AUD00001200,INV00002392,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:35:14,Not applicable / on-time,DEFER until 2025-05-06 00:00:00,0.5422,Open,"Invoice INV00002392 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 35.8%. Recommended action: DEFER."
AUD00001201,INV00002395,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:35:15,System error,DEFER until 2026-01-10 00:00:00,0.8411,Open,"Invoice INV00002395 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 36.2%. Recommended action: DEFER."
