invoice_id,vendor_id,po_id,contract_id,processor_id,market,currency,invoice_date,invoice_receipt_date,invoice_amount,invoice_payment_term,invoice_priority,approval_status,scenario_label,vendor_name,vendor_category,vendor_country,vendor_payment_term,vendor_risk_rating,historical_early_payment_rate,po_payment_term,po_amount,buying_team,contract_payment_term,agreement_type,sap_due_date,sap_payment_release_date,payment_status,payment_method,queue_entry_date,queue_age_days,workflow_status,workflow_notes,manual_override_flag,sap_error_code,time_of_day,processor_name,team,avg_daily_volume,historical_manual_override_rate,historical_early_release_rate,upr_flag,upr_reason,upr_approval_status,upr_requested_by,upr_documented_flag,source_of_truth_payment_term,contractual_due_date,recommended_release_date,days_to_contractual_due_date,days_paid_early,early_payment_flag,payment_term_mismatch_flag,po_invoice_term_delta,sap_contract_due_date_delta,vendor_early_payment_rate,processor_early_release_rate,processor_manual_override_rate,month_end_flag,weekend_release_flag,high_value_invoice_flag,upr_missing_but_early_flag,sap_error_present_flag,market_risk_score,workflow_risk_signal,approval_risk_score,amount_log,amount_band,root_cause_label,invoice_month,rule_based_term,rule_based_recommended_release_date,target_adjustment_days,true_recommended_release_date,predicted_adjustment_days,override_confidence
INV00001909,V00352,PO0000274,CT000352,P0090,USA,USD,2025-05-26,2025-05-31,10050.26,45,High,Pending,CORA_SAP_SYSTEM_ERROR,"Adams, Lane and Payne",Facilities,USA,45,Low,0.1821,30,28370.57,Ice Cream,45,Standard,2025-07-01,2025-06-26,Held,Wire,2025-05-31,14,Approved,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Afternoon,Processor 090,AP Africa,132,0.0935,0.0679,0,,Not Applicable,,0,45,2025-07-15,2025-07-21,19,19,1,1,-15,-14,0.1821,0.0679,0.0935,1,0,0,1,1,0.25,0.65,0.55,9.215453278762995,Medium,System error,2025-06,45,2025-07-15,5,2025-07-20,6,0.8333
INV00001910,V00041,PO0000836,CT000041,P0017,UK,GBP,2025-09-26,2025-10-02,22876.06,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR,Hill Inc,Logistics,UK,45,Low,0.128,45,34215.98,Corporate,45,Standard,2025-11-06,2025-10-20,Queued,SEPA,2025-10-02,9,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,1,TERM_CFG_ERR,Afternoon,Processor 017,AP LATAM,137,0.1925,0.01,0,,Not Applicable,,0,45,2025-11-16,2025-11-22,27,27,1,1,-15,-10,0.128,0.01,0.1925,0,0,0,1,1,0.22,0.65,0.2,10.037889940733855,High,System error,2025-10,45,2025-11-16,8,2025-11-24,6,0.6667
INV00001911,V00357,PO0000656,CT000357,P0067,Indonesia,GBP,2025-10-25,2025-10-29,6083.22,60,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Ellis Inc,Packaging,Indonesia,60,Low,0.135,60,139216.72,Home Care,45,Exception,2025-12-10,2025-10-30,Queued,NEFT,2025-11-02,21,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 067,AP LATAM,36,0.4861,0.4544,0,,Not Applicable,,0,45,2025-12-13,2025-12-13,44,44,1,0,0,-3,0.135,0.4544,0.4861,1,0,0,1,0,0.38,0.7,0.2,8.713453813146186,Low,System error,2025-10,45,2025-12-13,-1,2025-12-12,3,0.3333
INV00001912,V00301,PO0001225,CT000301,P0031,Indonesia,USD,2026-02-04,2026-02-05,191525.02,60,Low,Approved,PAYMENT_TERM_MISMATCH,Williams and Sons,Marketing,Indonesia,45,Low,0.202,45,16733.82,Beauty,90,Standard,2026-04-22,2026-04-28,Queued,ACH,2026-02-08,16,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon,Processor 031,AP SEA,135,0.4096,0.0949,0,,Not Applicable,,0,90,2026-05-06,2026-05-11,8,8,1,1,-15,-14,0.202,0.0949,0.4096,1,0,1,1,0,0.38,0.6,0.2,12.16277895304634,Very High,System error,2026-04,90,2026-05-06,6,2026-05-12,5,0.8333
INV00001913,V00163,PO0000024,CT000163,P0018,USA,BRL,2025-06-05,2025-06-05,57186.6,30,Medium,Approved,REPEAT_VENDOR_PATTERN,"Johnson, Carlson and Travis",IT Services,USA,30,Low,0.4917,60,59924.88,Nutrition,30,Standard,2025-07-02,2025-07-08,Queued,ACH,2025-06-09,5,Pending,Scenario REPEAT_VENDOR_PATTERN: standard queue movement; payment not before contractual due date.,0,NONE,Late Night,Processor 018,AP LATAM,124,0.0809,0.2932,0,,Not Applicable,,0,30,2025-07-05,2025-07-07,-3,0,0,1,30,-3,0.4917,0.2932,0.0809,0,0,0,0,0,0.25,0.0,0.2,10.954092370650228,Very High,Not applicable / on-time,2025-07,30,2025-07-05,1,2025-07-06,2,0.8333
INV00001914,V00334,PO0000970,CT000334,P0072,South Africa,MXN,2025-12-25,2025-12-28,224205.69,45,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE,Jennings Ltd,Facilities,South Africa,45,Medium,0.4473,45,42064.24,Nutrition,45,Standard,2026-02-16,2026-01-04,Queued,SEPA,2025-12-30,9,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 072,AP Africa,188,0.3462,0.3203,0,,Not Applicable,,0,45,2026-02-11,2026-02-14,38,38,1,0,0,5,0.4473,0.3203,0.3462,0,1,1,1,0,0.4,0.7,0.2,12.320323628604092,Very High,System error,2026-01,45,2026-02-11,1,2026-02-12,3,0.6667
INV00001915,V00312,PO0000683,CT000312,P0044,UK,EUR,2025-07-17,2025-07-18,46485.78,30,Low,Approved,CORA_SAP_SYSTEM_ERROR,Simon Ltd,Marketing,UK,30,High,0.2734,30,64658.7,Foods,60,Standard,2025-09-26,2025-09-06,Queued,Wire,2025-07-21,10,Held,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Evening,Processor 044,AP Americas,73,0.2386,0.1612,0,,Not Applicable,,0,60,2025-09-16,2025-09-20,10,10,1,0,0,10,0.2734,0.1612,0.2386,0,1,0,1,1,0.22,0.65,0.2,10.746923250078966,Very High,System error,2025-09,60,2025-09-16,3,2025-09-19,4,0.8333
INV00001916,V00376,PO0000047,CT000376,P0001,India,ZAR,2025-06-28,2025-07-03,77451.31,30,Critical,Approved,HIGH_VALUE_MANUAL_OVERRIDE,"Ellis, Palmer and Perkins",Logistics,India,30,Low,0.086,30,64196.95,Home Care,30,Strategic,2025-08-02,2025-08-05,Queued,ACH,2025-07-05,16,Pending,Scenario HIGH_VALUE_MANUAL_OVERRIDE: standard queue movement; payment not before contractual due date.,1,NONE,Afternoon,Processor 001,AP India,155,0.4192,0.2754,0,,Not Applicable,,0,30,2025-08-02,2025-08-02,-3,0,0,0,0,0,0.086,0.2754,0.4192,0,0,0,0,0,0.35,0.0,0.2,11.257417671094233,Very High,Not applicable / on-time,2025-08,30,2025-08-02,-1,2025-08-01,0,0.8333
INV00001917,V00054,PO0000052,CT000054,P0039,Germany,ZAR,2025-02-06,2025-02-07,5098.21,30,Medium,Approved,REPEAT_VENDOR_PATTERN,"Ball, Zamora and Mcpherson",Facilities,Germany,30,Low,0.5078,90,50659.91,Beauty,45,Exception,2025-03-24,2025-03-18,Held,NEFT,2025-02-11,14,Held,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon,Processor 039,AP India,37,0.29,0.1087,0,,Not Applicable,,0,45,2025-03-24,2025-03-26,6,6,1,1,60,0,0.5078,0.1087,0.29,0,0,0,1,0,0.18,0.6,0.2,8.536840904753085,Low,Insufficient audit trail,2025-03,45,2025-03-24,0,2025-03-24,2,0.6667
INV00001918,V00373,PO0000630,CT000373,P0009,UK,MXN,2025-02-04,2025-02-11,1597.32,30,Low,Approved,NORMAL_ON_TIME,Garcia Ltd,Marketing,UK,30,Medium,0.1687,30,88962.03,Beauty,30,Strategic,2025-03-13,2025-03-15,Queued,Cheque,2025-02-12,2,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening,Processor 009,AP India,50,0.0724,0.1789,1,Critical supply continuity,Approved,Procurement,1,30,2025-03-13,2025-03-13,-2,0,0,0,0,0,0.1687,0.1789,0.0724,0,1,0,0,0,0.22,0.0,0.2,7.376708356591694,Low,Not applicable / on-time,2025-03,30,2025-03-13,1,2025-03-14,0,0.8333
INV00001919,V00321,PO0000235,CT000321,P0024,Mexico,IDR,2025-12-17,2025-12-24,17804.55,45,High,Pending,CORA_SAP_SYSTEM_ERROR,Mendez-Williams,Packaging,Mexico,30,Low,0.2165,30,11548.61,Ice Cream,30,Exception,2026-01-16,2025-12-19,Queued,ACH,2025-12-28,3,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Evening,Processor 024,AP LATAM,74,0.359,0.0502,0,,Not Applicable,,0,30,2026-01-23,2026-01-29,35,35,1,1,-15,-7,0.2165,0.0502,0.359,0,0,0,1,1,0.36,0.65,0.55,9.787265485434167,High,System error,2025-12,30,2026-01-23,5,2026-01-28,6,0.8333
INV00001920,V00142,PO0000679,CT000142,P0018,Brazil,INR,2025-02-17,2025-02-23,13114.03,30,Medium,Approved,NORMAL_ON_TIME,"York, Anderson and Horton",Professional Services,Brazil,30,Medium,0.3079,30,67174.07,Beauty,30,Standard,2025-03-30,2025-03-27,Queued,ACH,2025-02-27,1,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning,Processor 018,AP LATAM,124,0.0809,0.2932,0,,Not Applicable,,0,30,2025-03-25,2025-03-25,-2,0,0,0,0,5,0.3079,0.2932,0.0809,1,0,0,0,0,0.42,0.0,0.2,9.481514179755468,Medium,Not applicable / on-time,2025-03,30,2025-03-25,0,2025-03-25,0,1.0
INV00001921,V00148,PO0000638,CT000148,P0084,Brazil,EUR,2025-02-20,2025-02-25,28148.62,30,Low,Approved,NORMAL_ON_TIME,Banks and Sons,Packaging,Brazil,30,Low,0.0813,30,38327.27,Home Care,30,Exception,2025-03-27,2025-03-27,Queued,NEFT,2025-03-01,17,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon,Processor 084,AP LATAM,114,0.12,0.0676,0,,Not Applicable,,0,30,2025-03-27,2025-03-28,0,0,0,0,0,0,0.0813,0.0676,0.12,1,0,0,0,0,0.42,0.0,0.2,10.245289134364823,High,Not applicable / on-time,2025-03,30,2025-03-27,-1,2025-03-26,1,0.6667
INV00001922,V00107,PO0001185,CT000107,P0045,UK,ZAR,2025-03-26,2025-03-26,16543.13,90,Low,Approved,NORMAL_ON_TIME,"Cook, Jones and Hahn",IT Services,UK,90,Medium,0.2656,90,12950.34,Corporate,90,Standard,2025-06-24,2025-06-25,Queued,Wire,2025-03-30,11,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon,Processor 045,AP Europe,168,0.1767,0.2184,0,,Not Applicable,,0,90,2025-06-24,2025-06-24,-1,0,0,0,0,0,0.2656,0.2184,0.1767,1,0,0,0,0,0.22,0.0,0.2,9.713786635110939,Medium,Not applicable / on-time,2025-06,90,2025-06-24,0,2025-06-24,0,1.0
INV00001923,V00201,PO0001013,CT000201,P0050,Indonesia,BRL,2025-06-03,2025-06-10,26838.15,60,High,Approved,LEGITIMATE_UPR_EARLY_PAYMENT,Moore-Pruitt,Packaging,Indonesia,60,Low,0.3053,45,29826.6,Home Care,60,Strategic,2025-08-09,2025-07-24,Queued,ACH,2025-06-10,14,Pending,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning,Processor 050,AP India,66,0.181,0.207,1,Port clearance,Approved,Business Unit,1,60,2025-08-09,2025-08-08,16,16,1,1,-15,0,0.3053,0.207,0.181,0,0,0,0,0,0.38,0.55,0.2,10.19761692143362,High,UPR,2025-07,60,2025-08-09,-2,2025-08-07,-1,0.8333
INV00001924,V00377,PO0001198,CT000377,P0040,Mexico,INR,2025-03-16,2025-03-16,38240.01,30,Low,Approved,NORMAL_ON_TIME,Gordon-Mckay,IT Services,Mexico,30,Low,0.3407,30,54807.1,Corporate,30,Strategic,2025-04-15,2025-04-21,Queued,ACH,2025-03-19,10,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon,Processor 040,AP Europe,48,0.3109,0.5052,0,,Not Applicable,,0,30,2025-04-15,2025-04-15,-6,0,0,0,0,0,0.3407,0.5052,0.3109,0,0,0,0,0,0.36,0.0,0.2,10.551663778950434,High,Not applicable / on-time,2025-04,30,2025-04-15,0,2025-04-15,0,1.0
INV00001925,V00352,PO0000889,CT000352,P0080,USA,INR,2025-09-26,2025-09-30,3522.09,45,Medium,Pending,NORMAL_ON_TIME,"Adams, Lane and Payne",Facilities,USA,45,Low,0.1821,30,33916.63,Beauty,45,Standard,2025-11-14,2025-11-15,Queued,ACH,2025-10-03,10,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening,Processor 080,AP Europe,44,0.0924,0.0606,0,,Not Applicable,,0,45,2025-11-14,2025-11-16,-1,0,0,1,-15,0,0.1821,0.0606,0.0924,0,1,0,0,0,0.25,0.0,0.55,8.167093724424245,Low,Not applicable / on-time,2025-11,45,2025-11-14,1,2025-11-15,2,0.8333
INV00001926,V00062,PO0000422,CT000062,P0072,Brazil,EUR,2026-01-10,2026-01-16,40633.36,30,Medium,Approved,NORMAL_ON_TIME,"Jimenez, Long and Washington",Logistics,Brazil,30,Low,0.0812,30,18420.15,Nutrition,30,Standard,2026-02-17,2026-02-17,Queued,SEPA,2026-01-17,1,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Morning,Processor 072,AP Africa,188,0.3462,0.3203,0,,Not Applicable,,0,30,2026-02-15,2026-02-15,-2,0,0,0,0,2,0.0812,0.3203,0.3462,0,0,0,0,0,0.42,0.0,0.2,10.612369293094035,Very High,Not applicable / on-time,2026-02,30,2026-02-15,-1,2026-02-14,0,0.8333
INV00001927,V00056,PO0000248,CT000056,P0063,Indonesia,INR,2025-08-30,2025-08-30,10647.61,60,Medium,Approved,CORA_SAP_SYSTEM_ERROR,Silva-Weber,Facilities,Indonesia,30,High,0.4286,30,82155.27,Home Care,30,Standard,2025-09-26,2025-09-04,Held,SEPA,2025-09-01,8,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Morning,Processor 063,AP Americas,109,0.1875,0.1101,0,,Not Applicable,,0,30,2025-09-29,2025-10-05,25,25,1,1,-30,-3,0.4286,0.1101,0.1875,0,0,0,1,1,0.38,0.65,0.2,9.273184646187635,Medium,System error,2025-09,30,2025-09-29,8,2025-10-07,6,0.6667
INV00001928,V00277,PO0000979,CT000277,P0029,USA,MXN,2025-10-30,2025-11-02,28098.12,60,Medium,Pending,REPEAT_VENDOR_PATTERN,Aguirre Group,IT Services,USA,60,Low,0.4673,60,50644.36,Ice Cream,60,Standard,2026-01-01,2025-12-13,Queued,SEPA,2025-11-03,13,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 029,AP Americas,158,0.3055,0.1141,0,,Not Applicable,,0,60,2026-01-01,2026-01-01,19,19,1,0,0,0,0.4673,0.1141,0.3055,0,1,0,1,0,0.25,0.7,0.55,10.24349353810548,High,Behavioural,2025-12,60,2026-01-01,1,2026-01-02,0,0.8333
INV00001929,V00258,PO0000293,CT000258,P0028,India,BRL,2026-02-11,2026-02-14,47731.09,45,Medium,Approved,AUDIT_GAP_EARLY_RELEASE,Wallace Inc,Professional Services,India,45,Medium,0.2182,45,330424.3,Corporate,45,Standard,2026-03-31,2026-02-27,Queued,NEFT,2026-02-14,24,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon,Processor 028,AP LATAM,158,0.197,0.0221,0,,Not Applicable,,0,45,2026-03-31,2026-03-31,32,32,1,0,0,0,0.2182,0.0221,0.197,1,0,0,1,0,0.35,0.6,0.2,10.773359197015298,Very High,Insufficient audit trail,2026-02,45,2026-03-31,0,2026-03-31,0,1.0
INV00001930,V00132,PO0000510,CT000132,P0085,Mexico,INR,2026-02-12,2026-02-13,48076.51,30,High,Approved,LOW_RISK_STANDARD_PROCESS,Webb Inc,Facilities,Mexico,30,Low,0.1098,30,37724.74,Home Care,30,Standard,2026-03-15,2026-03-21,Queued,NEFT,2026-02-16,6,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Late Night,Processor 085,AP Africa,69,0.122,0.4229,0,,Not Applicable,,0,30,2026-03-15,2026-03-15,-6,0,0,0,0,0,0.1098,0.4229,0.122,0,1,0,0,0,0.36,0.0,0.2,10.780569779182485,Very High,Not applicable / on-time,2026-03,30,2026-03-15,0,2026-03-15,0,1.0
INV00001931,V00320,PO0000903,CT000320,P0084,Mexico,USD,2025-10-27,2025-10-27,18687.51,30,Medium,Rejected,NORMAL_ON_TIME,"Malone, Williams and Wood",Packaging,Mexico,30,Medium,0.2088,30,66390.42,Nutrition,30,Standard,2025-11-26,2025-12-02,Queued,ACH,2025-10-30,17,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Evening,Processor 084,AP LATAM,114,0.12,0.0676,0,,Not Applicable,,0,30,2025-11-26,2025-11-26,-6,0,0,0,0,0,0.2088,0.0676,0.12,0,0,0,0,0,0.36,0.0,0.1,9.835664175495308,High,Not applicable / on-time,2025-12,30,2025-11-26,-1,2025-11-25,0,0.8333
INV00001932,V00320,PO0001024,CT000320,P0026,Mexico,INR,2025-02-01,2025-02-08,19680.82,90,Low,Approved,PAYMENT_TERM_MISMATCH,"Malone, Williams and Wood",Packaging,Mexico,30,Medium,0.2088,30,25744.82,Ice Cream,30,Standard,2025-03-10,2025-02-19,Queued,ACH,2025-02-08,3,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning,Processor 026,AP India,147,0.0852,0.1746,0,,Not Applicable,,0,30,2025-03-10,2025-03-12,19,19,1,1,-60,0,0.2088,0.1746,0.0852,0,0,0,1,0,0.36,0.6,0.2,9.88745064600506,High,Insufficient audit trail,2025-02,30,2025-03-10,2,2025-03-12,2,1.0
INV00001933,V00084,PO0000373,CT000084,P0031,India,EUR,2025-12-26,2026-01-02,41627.15,45,Medium,Pending,NORMAL_ON_TIME,Richardson-Rodriguez,IT Services,India,45,Low,0.2214,45,33907.01,Foods,45,Standard,2026-02-16,2026-02-16,Queued,ACH,2026-01-03,4,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning,Processor 031,AP SEA,135,0.4096,0.0949,0,,Not Applicable,,0,45,2026-02-16,2026-02-16,0,0,0,0,0,0,0.2214,0.0949,0.4096,0,0,0,0,0,0.35,0.0,0.55,10.63653190009516,Very High,Not applicable / on-time,2026-02,45,2026-02-16,1,2026-02-17,0,0.8333
INV00001934,V00292,PO0000617,CT000292,P0030,India,INR,2025-12-11,2025-12-11,3373.7,60,Medium,Pending,AUDIT_GAP_EARLY_RELEASE,Bradshaw Inc,IT Services,India,60,Low,0.0686,60,68673.81,Beauty,60,Standard,2026-02-09,2025-12-31,Queued,ACH,2025-12-15,26,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 030,AP Africa,103,0.1944,0.3109,0,,Not Applicable,,0,60,2026-02-09,2026-02-09,40,40,1,0,0,0,0.0686,0.3109,0.1944,1,0,0,1,0,0.35,0.7,0.55,8.12406171046689,Low,Behavioural,2025-12,60,2026-02-09,0,2026-02-09,0,1.0
INV00001935,V00322,PO0000600,CT000322,P0072,Brazil,EUR,2025-05-19,2025-05-21,6007.97,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Little Ltd,Raw Materials,Brazil,30,Medium,0.3054,90,46949.71,Beauty,30,Standard,2025-06-17,2025-06-10,Queued,ACH,2025-05-21,9,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night,Processor 072,AP Africa,188,0.3462,0.3203,0,,Not Applicable,,0,30,2025-06-20,2025-06-25,10,10,1,1,60,-3,0.3054,0.3203,0.3462,0,0,0,1,0,0.42,0.7,0.2,8.701008631810232,Low,System error,2025-06,30,2025-06-20,5,2025-06-25,5,1.0
INV00001936,V00415,PO0000516,CT000415,P0086,India,ZAR,2025-03-15,2025-03-18,12170.62,60,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT,Wyatt Ltd,Professional Services,India,60,Low,0.1296,90,64954.79,Home Care,30,Strategic,2025-04-17,2025-04-07,Queued,SEPA,2025-03-18,9,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening,Processor 086,AP SEA,87,0.0676,0.0726,1,Port clearance,Pending,Plant Manager,1,30,2025-04-17,2025-04-16,10,10,1,1,30,0,0.1296,0.0726,0.0676,0,0,0,0,0,0.35,0.55,0.55,9.406862291337946,Medium,UPR,2025-04,30,2025-04-17,0,2025-04-17,-1,0.8333
INV00001937,V00304,PO0001101,CT000304,P0080,Brazil,EUR,2025-03-02,2025-03-03,4026.15,90,High,Approved,NORMAL_ON_TIME,Smith-Alexander,Packaging,Brazil,90,Medium,0.2761,90,25173.03,Home Care,90,Standard,2025-06-03,2025-06-02,Queued,Wire,2025-03-05,11,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon,Processor 080,AP Europe,44,0.0924,0.0606,0,,Not Applicable,,0,90,2025-06-01,2025-06-01,-1,0,0,0,0,2,0.2761,0.0606,0.0924,0,0,0,0,0,0.42,0.0,0.2,8.300814208729882,Low,Not applicable / on-time,2025-06,90,2025-06-01,-2,2025-05-30,0,0.6667
INV00001938,V00152,PO0000002,CT000152,P0076,Mexico,USD,2025-05-06,2025-05-06,12267.36,30,Low,Approved,NORMAL_ON_TIME,Parker PLC,Marketing,Mexico,60,Medium,0.2353,30,30198.43,Home Care,45,Standard,2025-06-20,2025-06-21,Queued,SEPA,2025-05-08,4,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon,Processor 076,AP Africa,48,0.1608,0.341,0,,Not Applicable,,0,45,2025-06-20,2025-06-20,-1,0,0,0,0,0,0.2353,0.341,0.1608,0,1,0,0,0,0.36,0.0,0.2,9.414778869440049,Medium,Not applicable / on-time,2025-06,45,2025-06-20,3,2025-06-23,0,0.5
INV00001939,V00420,PO0001055,CT000420,P0032,Mexico,IDR,2025-12-05,2025-12-09,11583.46,45,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT,Martin-Bell,Raw Materials,Mexico,45,High,0.1473,45,16633.85,Ice Cream,45,Strategic,2026-01-23,2026-01-08,Queued,ACH,2025-12-10,6,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening,Processor 032,AP Europe,67,0.1595,0.2881,1,Urgent production need,Pending,Plant Manager,0,45,2026-01-23,2026-01-20,15,15,1,0,0,0,0.1473,0.2881,0.1595,0,0,0,0,0,0.36,0.55,0.55,9.35741982378183,Medium,UPR,2026-01,45,2026-01-23,-4,2026-01-19,-3,0.8333
INV00001940,V00116,PO0000448,CT000116,P0029,South Africa,GBP,2026-03-07,2026-03-10,17880.43,30,Medium,Approved,LOW_RISK_STANDARD_PROCESS,Lewis-Smith,Packaging,South Africa,30,High,0.2955,30,34925.04,Foods,30,Standard,2026-04-09,2026-04-15,Held,ACH,2026-03-14,7,Pending,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning,Processor 029,AP Americas,158,0.3055,0.1141,0,,Not Applicable,,0,30,2026-04-09,2026-04-09,-6,0,0,0,0,0,0.2955,0.1141,0.3055,0,0,0,0,0,0.4,0.0,0.2,9.791518023158101,High,Not applicable / on-time,2026-04,30,2026-04-09,1,2026-04-10,0,0.8333
INV00001941,V00339,PO0001229,CT000339,P0081,India,ZAR,2025-03-11,2025-03-17,15371.53,90,Critical,Approved,PAYMENT_TERM_MISMATCH,"Montgomery, Fuller and Hays",Marketing,India,30,Low,0.1263,30,33872.24,Beauty,30,Standard,2025-04-09,2025-03-28,Held,ACH,2025-03-18,5,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning,Processor 081,AP India,100,0.1308,0.1172,0,,Not Applicable,,0,30,2025-04-16,2025-04-21,19,19,1,1,-60,-7,0.1263,0.1172,0.1308,1,0,0,1,0,0.35,0.6,0.2,9.640337429362555,Medium,System error,2025-03,30,2025-04-16,5,2025-04-21,5,1.0
INV00001942,V00159,PO0000647,CT000159,P0036,Indonesia,INR,2025-07-08,2025-07-10,50152.11,90,High,Approved,CORA_SAP_SYSTEM_ERROR,Murphy Inc,Packaging,Indonesia,60,High,0.185,60,34647.27,Corporate,60,Strategic,2025-08-25,2025-08-12,Queued,ACH,2025-07-12,14,Released,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,1,SAP_BLOCK_MISS,Morning,Processor 036,AP India,167,0.3129,0.482,0,,Not Applicable,,0,60,2025-09-08,2025-09-14,27,27,1,1,-30,-14,0.185,0.482,0.3129,0,0,0,1,1,0.38,0.65,0.2,10.822835805425422,Very High,System error,2025-08,60,2025-09-08,5,2025-09-13,6,0.8333
INV00001943,V00393,PO0000598,CT000393,P0020,Brazil,IDR,2026-01-15,2026-01-19,29781.86,90,Critical,Approved,LOW_RISK_STANDARD_PROCESS,Maynard-Watson,Logistics,Brazil,90,Low,0.4829,90,33492.84,Beauty,90,Standard,2026-04-21,2026-04-07,Queued,ACH,2026-01-19,7,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning,Processor 020,AP Europe,60,0.2313,0.1315,0,,Not Applicable,,0,90,2026-04-19,2026-04-19,12,12,1,0,0,2,0.4829,0.1315,0.2313,0,0,0,1,0,0.42,0.6,0.2,10.301688339235819,High,Insufficient audit trail,2026-04,90,2026-04-19,0,2026-04-19,0,1.0
INV00001944,V00329,PO0000942,CT000329,P0076,Germany,MXN,2025-02-09,2025-02-11,15144.87,60,Medium,Approved,NORMAL_ON_TIME,"Charles, Anderson and Smith",Marketing,Germany,60,Medium,0.2544,60,52612.15,Corporate,60,Standard,2025-04-12,2025-04-13,Queued,Wire,2025-02-13,3,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening,Processor 076,AP Africa,48,0.1608,0.341,0,,Not Applicable,,0,60,2025-04-12,2025-04-12,-1,0,0,0,0,0,0.2544,0.341,0.1608,0,1,0,0,0,0.18,0.0,0.2,9.625483166512675,Medium,Not applicable / on-time,2025-04,60,2025-04-12,-2,2025-04-10,0,0.6667
