invoice_id,queue_entry_date,queue_age_days,workflow_status,workflow_notes,manual_override_flag,sap_error_code,time_of_day
INV00002259,2026-02-07,8,Held,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002260,2025-06-02,9,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002261,2025-06-13,16,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00002262,2025-07-09,0,Approved,Cora/SAP date logic issue detected with code NONE; payment term mapping requires review.,0,NONE,Morning
INV00002263,2025-06-30,3,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,1,NONE,Late Night
INV00002264,2026-03-17,13,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00002265,2025-05-05,1,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening
INV00002266,2025-03-02,1,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002267,2025-07-21,17,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002268,2025-02-10,0,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00002269,2026-01-02,16,Approved,Cora/SAP date logic issue detected with code NONE; payment term mapping requires review.,0,NONE,Afternoon
INV00002270,2026-02-16,12,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00002271,2026-01-19,10,Pending,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Evening
INV00002272,2026-01-05,2,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002273,2025-07-16,27,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Late Night
INV00002274,2025-11-17,14,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002275,2025-07-06,17,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening
INV00002276,2026-01-26,4,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002277,2025-04-03,3,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002278,2025-03-12,8,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002279,2026-03-23,3,Released,Scenario LEGITIMATE_UPR_EARLY_PAYMENT: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00002280,2025-06-20,16,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Late Night
INV00002281,2025-05-27,9,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,TERM_CFG_ERR,Morning
INV00002282,2025-11-07,7,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00002283,2025-06-06,12,Released,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Morning
INV00002284,2025-12-15,2,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00002285,2025-07-18,14,Released,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Evening
INV00002286,2025-12-30,13,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002287,2025-02-08,20,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Evening
INV00002288,2025-12-08,27,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00002289,2025-06-04,13,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00002290,2025-07-19,17,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002291,2026-03-10,1,Released,Scenario CORA_SAP_SYSTEM_ERROR: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002292,2025-08-17,13,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002293,2025-02-09,15,Pending,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00002294,2025-08-02,10,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002295,2025-04-22,10,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002296,2025-08-13,5,Pending,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Evening
INV00002297,2025-04-21,0,Approved,Scenario REPEAT_VENDOR_PATTERN: standard queue movement; payment not before contractual due date.,1,NONE,Late Night
INV00002298,2025-10-26,11,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002299,2025-04-25,12,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Morning
INV00002300,2025-08-03,7,Released,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Afternoon
INV00002301,2026-03-20,11,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Morning
INV00002302,2025-10-24,6,Released,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Afternoon
INV00002303,2025-11-28,7,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002304,2025-12-24,5,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002305,2026-03-04,15,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,1,DATE_MAP_ERR,Morning
INV00002306,2026-02-15,13,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002307,2026-02-02,5,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00002308,2025-06-09,10,Released,Scenario REPEAT_VENDOR_PATTERN: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002309,2025-10-16,13,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00002310,2026-01-13,1,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00002311,2025-09-19,17,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00002312,2025-02-27,20,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00002313,2025-08-28,10,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002314,2025-04-16,4,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002315,2025-11-12,17,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002316,2026-02-04,3,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00002317,2025-11-23,11,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00002318,2025-09-10,4,Pending,Scenario PAYMENT_TERM_MISMATCH: standard queue movement; payment not before contractual due date.,0,TERM_CFG_ERR,Late Night
INV00002319,2025-09-30,10,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,DATE_MAP_ERR,Morning
INV00002320,2025-09-09,14,Pending,Scenario LEGITIMATE_UPR_EARLY_PAYMENT: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002321,2025-07-30,10,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002322,2025-04-22,7,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002323,2025-11-06,12,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00002324,2025-06-18,11,Pending,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Morning
INV00002325,2025-03-21,14,Pending,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Morning
INV00002326,2026-01-07,10,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Evening
INV00002327,2025-09-14,14,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Evening
INV00002328,2025-09-02,10,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002329,2025-09-02,20,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00002330,2025-02-12,1,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002331,2025-09-10,6,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00002332,2025-09-09,2,Released,Scenario LEGITIMATE_UPR_EARLY_PAYMENT: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002333,2025-08-24,4,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002334,2025-01-13,5,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002335,2025-12-12,7,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002336,2025-10-11,6,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002337,2025-12-14,9,Released,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,1,TERM_CFG_ERR,Morning
INV00002338,2025-08-22,11,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00002339,2025-06-06,14,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00002340,2026-01-24,19,Pending,Scenario AUDIT_GAP_EARLY_RELEASE: standard queue movement; payment not before contractual due date.,1,NONE,Evening
INV00002341,2025-06-20,9,Pending,Cora/SAP date logic issue detected with code NONE; payment term mapping requires review.,0,NONE,Morning
INV00002342,2025-08-03,0,Pending,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00002343,2025-01-11,6,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Evening
INV00002344,2025-03-24,9,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002345,2025-03-01,9,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00002346,2025-07-20,15,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00002347,2025-05-07,1,Pending,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,1,NONE,Evening
INV00002348,2025-06-03,16,Released,Scenario PAYMENT_TERM_MISMATCH: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00002349,2025-12-23,9,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,CORA_SYNC_ERR,Afternoon
INV00002350,2025-11-14,7,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Afternoon
INV00002351,2026-01-03,23,Approved,Scenario BEHAVIOURAL_QUEUE_CLEARANCE: standard queue movement; payment not before contractual due date.,1,NONE,Evening
INV00002352,2026-01-14,20,Pending,Scenario AUDIT_GAP_EARLY_RELEASE: standard queue movement; payment not before contractual due date.,0,CORA_SYNC_ERR,Evening
INV00002353,2025-04-28,10,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002354,2025-10-13,8,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Late Night
INV00002355,2026-02-07,15,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00002356,2025-05-24,3,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,1,TERM_CFG_ERR,Afternoon
INV00002357,2025-06-24,10,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002358,2025-09-06,11,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002359,2026-01-02,10,Held,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,1,CORA_SYNC_ERR,Late Night
INV00002360,2025-03-17,8,Approved,Scenario CORA_SAP_SYSTEM_ERROR: standard queue movement; payment not before contractual due date.,0,SAP_BLOCK_MISS,Morning
INV00002361,2025-08-08,12,Approved,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,1,CORA_SYNC_ERR,Evening
INV00002362,2025-04-22,12,Pending,Scenario REPEAT_VENDOR_PATTERN: standard queue movement; payment not before contractual due date.,1,NONE,Late Night
INV00002363,2025-11-26,17,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002364,2025-04-25,15,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002365,2025-06-17,13,Released,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Afternoon
INV00002366,2025-06-13,0,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00002367,2025-02-13,3,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002368,2025-11-08,30,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00002369,2025-05-05,7,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002370,2025-08-21,0,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002371,2025-11-20,2,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Evening
INV00002372,2025-12-29,0,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002373,2026-03-03,0,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002374,2025-03-08,25,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00002375,2025-10-20,14,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002376,2025-06-01,1,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002377,2025-12-23,6,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Evening
INV00002378,2025-07-03,16,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002379,2025-01-13,4,Held,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Afternoon
INV00002380,2026-01-30,14,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002381,2025-12-22,8,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002382,2025-06-09,24,Pending,Scenario BEHAVIOURAL_QUEUE_CLEARANCE: standard queue movement; payment not before contractual due date.,1,NONE,Late Night
INV00002383,2026-01-19,3,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002384,2025-07-07,5,Released,Scenario REPEAT_VENDOR_PATTERN: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002385,2025-07-09,0,Approved,Scenario REPEAT_VENDOR_PATTERN: standard queue movement; payment not before contractual due date.,1,NONE,Evening
INV00002386,2025-05-23,1,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Morning
INV00002387,2025-08-13,12,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002388,2026-04-06,17,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00002389,2025-01-29,3,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00002390,2025-10-06,14,Held,Urgent payment request submitted by business; approval/documentation requires validation before release.,1,NONE,Afternoon
INV00002391,2025-03-28,8,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Evening
INV00002392,2025-03-06,7,Pending,Scenario PAYMENT_TERM_MISMATCH: standard queue movement; payment not before contractual due date.,1,TERM_CFG_ERR,Morning
INV00002393,2025-02-04,13,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00002394,2025-05-13,6,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002395,2025-12-07,17,Approved,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Afternoon
INV00002396,2025-12-08,1,Released,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Evening
INV00002397,2026-01-06,2,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,CORA_SYNC_ERR,Morning
INV00002398,2025-03-14,8,Held,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Late Night
INV00002399,2025-02-23,8,Approved,Scenario PAYMENT_TERM_MISMATCH: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002400,2026-04-01,0,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002401,2026-02-28,3,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002402,2025-11-19,26,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00002403,2026-01-22,0,Approved,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Afternoon
INV00002404,2026-01-04,8,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Morning
INV00002405,2025-09-23,7,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002406,2025-08-11,0,Held,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00002407,2026-03-31,28,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00002408,2025-11-08,7,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Evening
INV00002409,2026-02-14,5,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002410,2025-04-06,5,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00002411,2025-04-16,1,Pending,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening
INV00002412,2025-10-19,12,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002413,2026-03-19,10,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002414,2025-10-15,4,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00002415,2025-07-27,15,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Afternoon
INV00002416,2025-01-12,1,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00002417,2025-03-21,6,Held,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Afternoon
INV00002418,2025-04-18,1,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00002419,2025-04-09,8,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002420,2025-11-17,2,Pending,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,1,DATE_MAP_ERR,Morning
INV00002421,2025-11-14,3,Pending,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Morning
INV00002422,2025-07-01,17,Pending,Scenario REPEAT_VENDOR_PATTERN: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002423,2026-04-02,17,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002424,2025-07-04,1,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002425,2025-07-27,17,Approved,Scenario HIGH_VALUE_MANUAL_OVERRIDE: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00002426,2025-08-30,6,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002427,2025-09-21,14,Pending,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Evening
INV00002428,2025-04-03,1,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002429,2025-05-23,1,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00002430,2025-11-17,9,Held,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Evening
INV00002431,2026-01-29,5,Released,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Afternoon
INV00002432,2025-07-16,6,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Afternoon
INV00002433,2025-03-03,3,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,1,NONE,Morning
INV00002434,2026-01-26,18,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00002435,2025-09-24,12,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Late Night
INV00002436,2025-07-26,6,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002437,2025-10-03,7,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002438,2026-01-13,2,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002439,2025-01-10,17,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00002440,2025-06-22,12,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002441,2026-03-14,23,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00002442,2025-05-24,3,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00002443,2026-03-26,13,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,1,TERM_CFG_ERR,Morning
INV00002444,2025-05-14,11,Pending,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,0,SAP_BLOCK_MISS,Morning
INV00002445,2025-08-04,1,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,1,NONE,Evening
INV00002446,2025-02-08,3,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00002447,2025-12-01,0,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00002448,2025-04-27,4,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00002449,2026-02-02,17,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Evening
INV00002450,2025-03-05,6,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00002451,2025-02-25,14,Held,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002452,2025-08-06,10,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00002453,2025-02-15,0,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00002454,2025-06-02,2,Pending,Scenario LEGITIMATE_UPR_EARLY_PAYMENT: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002455,2025-11-21,15,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00002456,2025-08-27,9,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00002457,2025-09-19,8,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002458,2025-02-18,7,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002459,2025-11-15,13,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00002460,2025-02-22,3,Released,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,1,TERM_CFG_ERR,Morning
INV00002461,2025-09-27,10,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Afternoon
INV00002462,2026-01-02,9,Released,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Evening
